"ZipCode","Lat_deg","Long_deg","MedAge_24","MedAge_23","MedAge_22","AvgAge_24","AvgAge_23","AvgAge_22","MedHouseIncome_24","MedHouseIncome_23","MedHouseIncome_22","AvgHouseIncome_24","AvgHouseIncome_23","AvgHouseIncome_22","TotHouseUnits_24","TotHouseUnits_23","TotHouseUnits_22","OwnerOccupiedHouseUnits_24","OwnerOccupiedHouseUnits_23","OwnerOccupiedHouseUnits_22","Pop16UnempRate_24","Pop16UnempRate_23","Pop16UnempRate_22","Pop16CLFEmp_24","Pop16CLFEmp_23","Pop16CLFEmp_22","Pop16CLF_Unemp_24","Pop16CLF_Unemp_23","Pop16CLF_Unemp_22","AvgCheckValue_24","AvgCheckValue_23","AvgCheckValue_22","CITYNAME","Banks","NumBanks","NavigantCount"
"02825","41.781159000000002","-71.723487000000006","48.299999999999997","45.299999999999997","46.100000000000001","45.100000000000001","43.100000000000001","43.5","111546","104108","102377","132551","122043","124068","2087","2091","2165","1783","1793","1867","3","2.6000000000000001","1.8999999999999999","2894","2957","3332","89","80","66","20315.41","18030.25","16958.580000000002","Foster","none",0,0
"02826","41.977891","-71.644869","47.700000000000003","44.399999999999999","43.899999999999999","44.700000000000003","42.899999999999999","42.299999999999997","112500","107292","105114","132510","125245","126807","273","273","197","221","229","153","7.2999999999999998","5.4000000000000004","4.2000000000000002","382","386","277","30","22","12","19261.84","18171.790000000001","16874.049999999999","Glendale","none",0,0
"02827","41.696801000000001","-71.736354000000006","46.799999999999997","44.700000000000003","45.600000000000001","44.399999999999999","43.299999999999997","43.299999999999997","103954","92808","90000","123095","109512","112041","866","872","906","753","790","792","3.3999999999999999","1.5","1.5","1057","1121","1299","37","17","20","19720.02","17077.709999999999","15810.18","Greene","none",0,0
"02828","41.876247999999997","-71.562387000000001","50.600000000000001","50.299999999999997","49.700000000000003","47.700000000000003","48","47","98265","96790","103308","122987","114649","123485","2968","2985","3351","2388","2447","2563","4.5","2.7999999999999998","2.7999999999999998","3421","3669","4148","160","105","120","18418.82","17102.279999999999","16760","Greenville","Bank of America Corporation, Beacon Bancorp, Brookline Bancorp, Inc., Citizens Financial Group, Inc., Citizens Financial Group, Inc., JPMorgan Chase & Co., Navigant Credit Union",6,1
"02830","41.978588999999999","-71.644738000000004","45.799999999999997","43.899999999999999","44.100000000000001","43.799999999999997","42.700000000000003","42.799999999999997","106396","101108","92852","119261","110603","107483","2732","2739","2953","1934","2021","2109","6.5999999999999996","4.2999999999999998","4.4000000000000004","3659","3801","4080","260","172","188","17899.48","16459.240000000002","14925.35","Harrisville","none",0,0
"02831","41.744967000000003","-71.584946000000002","46.100000000000001","44.600000000000001","45.399999999999999","43.799999999999997","43.200000000000003","43.299999999999997","120795","120519","114224","153688","152434","141523","1636","1635","1815","1320","1335","1539","3.6000000000000001","2.8999999999999999","3.5","2219","2354","2683","82","71","98","21323.310000000001","20026.459999999999","18042.73","Hope","none",0,0
"02832","41.510275999999998","-71.729545000000002","48.5","46.799999999999997","47.200000000000003","45.399999999999999","44.299999999999997","44.200000000000003","94373","94341","94672","126685","118939","112625","2085","2061","2105","1572","1589","1552","5.7999999999999998","5.2000000000000002","4.0999999999999996","2671","2803","2861","164","153","123","17299.700000000001","16441.650000000001","15513.77","Hope Valley","none",0,0
"02833","41.477682000000001","-71.775994999999995","52","50.200000000000003","48.600000000000001","48.299999999999997","46.600000000000001","45.5","81481","90074","92969","94192","100275","104951","251","250","220","166","180","146","7","6.2000000000000002","4.4000000000000004","281","302","285","21","20","13","15176.84","15460.93","15071.110000000001","Hopkinton","none",0,0
"02835","41.515231999999997","-71.377319999999997","57.299999999999997","55.600000000000001","55.5","50.899999999999999","49.299999999999997","49.100000000000001","120905","124256","123929","178892","187823","195205","3109","3119","3131","1949","2088","1944","5.9000000000000004","3.7000000000000002","4.2999999999999998","2334","2552","2750","145","97","122","20013.75","19802.619999999999","18583.380000000001","Jamestown","OceanPoint Financial Partners, MHC",1,0
"02836","41.447842999999999","-71.621030000000005","43.799999999999997","45.299999999999997","45","41.100000000000001","41.799999999999997","42","97500","119643","122917","117283","134156","141067","48","47","47","40","41","40","1.3999999999999999","2.6000000000000001","2.6000000000000001","73","74","74","1","2","2","19056.369999999999","20240.02","19036.400000000001","Kenyon","none",0,0
"02837","41.515281000000002","-71.164367999999996","56.299999999999997","56.200000000000003","55.200000000000003","50.600000000000001","50","49.5","111048","115707","104310","154786","155479","137317","2424","2435","2555","1328","1287","1411","6.0999999999999996","4.5999999999999996","2.7000000000000002","1615","1732","1963","104","83","55","20336.25","18596.75","17183.349999999999","Little Compton","Narragansett Financial Corporation",1,0
"02838","41.967047999999998","-71.476490999999996","39","39.799999999999997","39.899999999999999","40.299999999999997","41","41","70124","68208","71765","93487","101133","101764","1657","1666","1768","686","768","763","11.300000000000001","5.5999999999999996","5.7000000000000002","1649","1761","1913","210","104","116","12241.76","11237.860000000001","11533.57","Manville","Navigant Credit Union",1,1
"02839","41.943370000000002","-71.651065000000003","46.899999999999999","45.299999999999997","45.100000000000001","44.100000000000001","43","43.100000000000001","103390","92923","96816","122062","107643","115420","780","774","741","604","570","583","7","5.2000000000000002","4.0999999999999996","1043","1046","1031","79","57","44","19012.84","15832.940000000001","15984.780000000001","Mapleville","none",0,0
"02840","41.478639000000001","-71.319755000000001","40.600000000000001","41.399999999999999","40.899999999999999","42.700000000000003","42.399999999999999","41.799999999999997","85019","73728","80552","119942","104409","109702","13258","13355","12924","4632","4905","4580","9","5.5","4.5","11005","11689","11389","1085","681","530","14179.370000000001","12638.379999999999","12428.41","Newport","Banco Santander, S.A., Berkshire Hills Bancorp, Inc., Citizens Financial Group, Inc., Citizens Financial Group, Inc., Navy Federal Credit Union, OceanPoint Financial Partners, MHC, Peoples Credit Union",6,0
"02841","41.5227","-71.316038000000006","24.800000000000001","28.600000000000001","27.600000000000001","27.899999999999999","30.600000000000001","29.5","67188","57639","54688","73715","70357","68708","163","166","154","5","0","1","8.6999999999999993","12.4","16.199999999999999","157","156","233","15","22","45","8126.5200000000004","7504.3000000000002","7266.21","Newport","none",0,0
"02842","41.516933000000002","-71.275439000000006","43.600000000000001","45.100000000000001","45.100000000000001","43.600000000000001","44.5","44.399999999999999","91727","84670","84835","116908","113374","110993","7974","7982","7726","3843","3937","3850","5.0999999999999996","2.8999999999999999","3.5","8227","8813","8146","446","264","296","15240.02","13897.459999999999","13406.860000000001","Middletown","Banco Santander, S.A., Bank of America Corporation, Berkshire Hills Bancorp, Inc., Brookline Bancorp, Inc., Citizens Financial Group, Inc., JPMorgan Chase & Co., OceanPoint Financial Partners, MHC, Peoples Credit Union, The Toronto-Dominion Bank, Webster Financial Corporation",10,0
"02852","41.586775000000003","-71.462237999999999","47.799999999999997","47.600000000000001","47.5","45.200000000000003","44.899999999999999","44.600000000000001","105674","105545","107840","143388","138730","141421","10856","10813","10224","7410","7686","6876","3.7999999999999998","3.8999999999999999","4.2000000000000002","12789","12923","12276","508","521","535","18504.400000000001","17257.470000000001","16575.389999999999","North Kingstown","Bank of America Corporation, Brookline Bancorp, Inc., Centreville Bank, Citizens Financial Group, Inc., Citizens Financial Group, Inc., Coastal1 Credit Union, Ocean State Credit Union, OceanPoint Financial Partners, MHC, Peoples Credit Union, Washington Trust Bancorp, Inc., Webster Financial Corporation",10,0
"02857","41.831642000000002","-71.632474000000002","49.299999999999997","47.799999999999997","47.899999999999999","46.299999999999997","45.399999999999999","45.299999999999997","110954","95612","107298","140404","123057","128755","3587","3578","3748","2909","2976","3021","4.7999999999999998","3.7000000000000002","3.6000000000000001","4682","4830","5388","236","186","200","19806.419999999998","16965.509999999998","17276.02","North Scituate","Navigant Credit Union",1,1
"02858","41.962245000000003","-71.653987000000001","46.200000000000003","43.600000000000001","44.399999999999999","43.899999999999999","42.5","43","111058","105903","99609","124565","116702","117323","283","277","291","213","219","215","7.4000000000000004","5.4000000000000004","4.4000000000000004","388","387","409","31","22","19","18508.689999999999","17408.709999999999","15772.15","Oakland","none",0,0
"02859","41.972895999999999","-71.740140999999994","43.899999999999999","43.600000000000001","43.899999999999999","43.100000000000001","42.700000000000003","42.700000000000003","115021","109011","99847","130324","118809","110880","2806","2812","2894","1899","1948","1948","5.7999999999999998","3.3999999999999999","4.5999999999999996","3772","4031","4133","234","141","197","19127.560000000001","17378.509999999998","15707.16","Pascoag","Rhode Island Credit Union",1,0
"02860","41.871423","-71.390007999999995","37.899999999999999","37.200000000000003","37","38.899999999999999","38.100000000000001","37.899999999999999","57342","53385","51244","75681","69960","68686","22042","21984","21751","6470","7877","6598","9.6999999999999993","7.2999999999999998","7","24382","24337","23518","2623","1913","1776","9717.1800000000003","8966.0699999999997","8380.8899999999994","Pawtucket","Banco Santander, S.A., Beacon Bancorp, Brookline Bancorp, Inc., Citizens Financial Group, Inc., Coastal1 Credit Union, Coastal1 Credit Union, Navigant Credit Union, Navigant Credit Union, Pawtucket Municipal Employees Federal Credit Union, Postal Employees Regional Federal Credit Union",8,2
"02861","41.878813000000001","-71.352445000000003","41.399999999999999","41.200000000000003","41","41.600000000000001","41.399999999999999","41.200000000000003","79731","73432","71379","94159","88554","86872","12161","12105","11961","6959","7370","7003","5.4000000000000004","4.2999999999999998","4.2999999999999998","15839","15569","15003","902","694","668","14194.940000000001","12697.360000000001","11734.6","Pawtucket","Citizens Financial Group, Inc., Coastal1 Credit Union, Rhode Island Credit Union, The Toronto-Dominion Bank, Webster Financial Corporation",5,0
"02863","41.890152","-71.393338","33","33.299999999999997","32.799999999999997","34.700000000000003","34.899999999999999","34.399999999999999","45998","39802","36167","58292","51874","49603","8267","8233","7576","1550","1880","1478","10.9","6.5999999999999996","5.7999999999999998","9305","9851","8689","1133","699","539","7027.9300000000003","6199.21","5507.7799999999997","Central Falls","Bank of America Corporation, Navigant Credit Union",2,1
"02864","41.970244000000001","-71.419409000000002","43.600000000000001","43","42.899999999999999","42.899999999999999","42.600000000000001","42.399999999999999","110459","101853","105853","140201","121705","124006","15216","15149","15296","10591","11162","10845","3.8999999999999999","2.1000000000000001","2.1000000000000001","19812","19887","20717","794","418","441","18341.43","16627.48","16146.280000000001","Cumberland","Bank of America Corporation, Beacon Bancorp, Citizens Financial Group, Inc., Citizens Financial Group, Inc., Coastal1 Credit Union, Cumberland Municipal Employees Federal Credit Union, Navigant Credit Union, Navigant Credit Union",6,2
"02865","41.912872","-71.448920000000001","46.100000000000001","44.5","44.100000000000001","44.5","43.700000000000003","43.299999999999997","109714","97529","93510","139886","125438","123825","7793","7758","7805","5549","5205","5536","7.5","2.6000000000000001","3.2999999999999998","9822","10414","10034","794","275","343","18891.25","16188.82","15228.6","Lincoln","Banco Santander, S.A., Blackstone River Federal Credit Union, Brookline Bancorp, Inc., Citizens Financial Group, Inc., HarborOne Bancorp, Inc., Navigant Credit Union",6,1
